palabra;definicion;grammatical;nivel2;tematica
headteacher;;noun;B1 Preliminar;
imagination;;noun;B1 Preliminar;
improvement;;noun;B1 Preliminar;
interviewer;;noun;B1 Preliminar;
noticeboard;;noun;B1 Preliminar;
opportunity;;noun;B1 Preliminar;
possibility;;noun;B1 Preliminar;
preparation;;noun;B1 Preliminar;
schoolchild;;noun;B1 Preliminar;
table-cloth;;noun;B1 Preliminar;
tooth/teeth;;noun;B1 Preliminar;
windsurfing;;noun;B1 Preliminar;
put through;;phrasal verb;B1 Preliminar;
stay behind;;phrasal verb;B1 Preliminar;
concentrate;;verb;B1 Preliminar;
frightening;;Adjectives;A1 Movers;
information;;Nouns;A1 Movers;
interesting;;Adjectives;A1 Movers;
handkerchief;;noun;B1 Preliminar;Clothes
intermediate;;adjective;B1 Preliminar;Education
instructions;;plural noun;B1 Preliminar;Education
refreshments;;plural noun;B1 Preliminar;Food & drink
stomach-ache;;Nouns;A1 Movers;Health
prescription;;noun;B1 Preliminar;Hobbies and Leisure
refrigerator;;noun;B1 Preliminar;House and Home
disappointed;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
embarrassing;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
championship;;noun;B1 Preliminar;Sports & leisure
horse-riding;;noun;B1 Preliminar;Sports & leisure
motor-racing;;noun;B1 Preliminar;Sports & leisure
snowboarding;;noun;B1 Preliminar;Sports & leisure
snowboarding;;Nouns;A1 Movers;Sports & leisure
announcement;;noun;B1 Preliminar;Transport
businessman/;;Nouns;A1 Movers;Work
photographer;;Nouns;A2 Flyers;Work
professional;;adjective & noun;B1 Preliminar;Work
photographer;;noun;B1 Preliminar;Work
receptionist;;noun;B1 Preliminar;Work
face-to-face;;adjective;B1 Preliminar;
satisfactory;;adjective;B1 Preliminar;
self-service;;adjective;B1 Preliminar;
unbelievable;;adjective;B1 Preliminar;
uninterested;;adjective;B1 Preliminar;
well-dressed;;adjective;B1 Preliminar;
occasionally;;adverb;B1 Preliminar;
particularly;;adverb;B1 Preliminar;
architecture;;noun;B1 Preliminar;
conversation;;noun;B1 Preliminar;
disadvantage;;noun;B1 Preliminar;
humour/humor;;noun;B1 Preliminar;
introduction;;noun;B1 Preliminar;
organisation;;noun;B1 Preliminar;
presentation;;noun;B1 Preliminar;
registration;;noun;B1 Preliminar;
relationship;;noun;B1 Preliminar;
thunderstorm;;noun;B1 Preliminar;
unemployment;;noun;B1 Preliminar;
look forward;;phrasal verb;B1 Preliminar;
conversation;;Nouns;A1 Movers;
old-fashioned;;adjective;B1 Preliminar;Clothes
qualification;;noun;B1 Preliminar;Education
advertisement;;noun;B1 Preliminar;Entertainment and Media
granddaughter;;Nouns;A1 Movers;Family & friends
person/people;;Nouns;Pre A1 Starters;Family & friends
accommodation;;noun;B1 Preliminar;House and Home
communication;;noun;B1 Preliminar;Language
pronunciation;;noun;B1 Preliminar;Language
disappointing;;adjective;B1 Preliminar;Personal Feelings, Opinions and Experiences (Adjectives)
TV/television;;Nouns;Pre A1 Starters;Sports & leisure
skateboarding;;Nouns;Pre A1 Starters;Sports & leisure
television/TV;;Nouns;Pre A1 Starters;Sports & leisure
environmental;;adjective;B1 Preliminar;The Natural World
approximately;;adverb;B1 Preliminar;Time
businesswoman;;noun;B1 Preliminar;Work
extraordinary;;adjective;B1 Preliminar;
international;;adjective;B1 Preliminar;
uncomfortable;;adjective;B1 Preliminar;
unforgettable;;adjective;B1 Preliminar;
uninteresting;;adjective;B1 Preliminar;
unfortunately;;adverb;B1 Preliminar;
entertainment;;noun;B1 Preliminar;
granddaughter;;noun;B1 Preliminar;
neighbourhood;;noun;B1 Preliminar;
questionnaire;;noun;B1 Preliminar;
skateboarding;;noun;B1 Preliminar;
child/children;;Nouns;Pre A1 Starters;Family & friends
disappointment;;noun;B1 Preliminar;
identification;;noun;B1 Preliminar;
examination/exam;;noun;B1 Preliminar;
salesman/saleswoman;;noun;B1 Preliminar;
