palabra;definicion;grammatical;nivel2;tematica;nivel
sound;a sound;noun & verb;B1 Preliminar;;
start;a start;noun & verb;B1 Preliminar;;
stay;a stay;noun & verb;B1 Preliminar;;
stick;a stick;noun & verb;B1 Preliminar;;
suit;a suit;noun & verb;B1 Preliminar;Clothes;
switch;a switch;noun & verb;B1 Preliminar;House and Home;
tear;a tear;noun & verb;B1 Preliminar;;
pin;a thin pointed fastener;noun & verb;B1 Preliminar;;
turn;a turn;noun & verb;B1 Preliminar;;
type;a type;noun & verb;B1 Preliminar;;
visit;a visit;noun & verb;B1 Preliminar;;
vote;a vote;noun & verb;B1 Preliminar;;
wait;a wait;noun & verb;B1 Preliminar;;
wash;a wash;noun & verb;B1 Preliminar;;
wish;a wish;noun & verb;B1 Preliminar;;
worry;a worry;noun & verb;B1 Preliminar;;
work;activity involving effort;noun & verb;B1 Preliminar;Work;
fish;an animal that lives in water;noun & verb;B1 Preliminar;Food & drink;
test;an examination to measure knowledge;noun & verb;B1 Preliminar;Education;
fall;autumn or to drop down;noun & verb;B1 Preliminar;Health;
water;clear liquid essential for life;noun & verb;B1 Preliminar;The Natural World;
email;electronic message;noun & verb;B1 Preliminar;Communications and Technology;
snow;frozen precipitation;noun & verb;B1 Preliminar;Weather;
colour;hue or shade;noun & verb;B1 Preliminar;;
post;mail or a pole;noun & verb;B1 Preliminar;;
flood;overflow of water;noun & verb;B1 Preliminar;The Natural World;
score;points in a game;noun & verb;B1 Preliminar;Sports & leisure;
video;recorded moving images;noun & verb;B1 Preliminar;Entertainment and Media;
joke;something said to cause laughter;noun & verb;B1 Preliminar;Language;
book;something to read;noun & verb;B1 Preliminar;Education;
end;the final part of something;noun & verb;B1 Preliminar;;
taste;the flavor of food;noun & verb;B1 Preliminar;Food & drink;
time;the measurement of duration;noun & verb;B1 Preliminar;Time;
hand;the part at the end of the arm with fingers;noun & verb;B1 Preliminar;Health;
smell;the quality perceived by the nose;noun & verb;B1 Preliminar;;
land;to arrive on ground;noun & verb;B1 Preliminar;Places;
stop;to cease movement;noun & verb;B1 Preliminar;;
mix;to combine;noun & verb;B1 Preliminar;;
paint;to create pictures using colored liquids;noun & verb;B1 Preliminar;Entertainment and Media;
cut;to divide something with a knife or scissors;noun & verb;B1 Preliminar;Food & drink;
hug;to embrace;noun & verb;B1 Preliminar;;
use;to employ;noun & verb;B1 Preliminar;;
play;to engage in games or sports;noun & verb;B1 Preliminar;Entertainment and Media;
cough;to expel air from the lungs with a sudden sound;noun & verb;B1 Preliminar;;
pay;to give money;noun & verb;B1 Preliminar;;
skate;to glide on ice or wheels;noun & verb;B1 Preliminar;;
ski;to glide on snow using long runners;noun & verb;B1 Preliminar;;
cross;to go from one side to the other;noun & verb;B1 Preliminar;;
study;to learn about something;noun & verb;B1 Preliminar;;
walk;to move on foot;noun & verb;B1 Preliminar;Hobbies and Leisure;
fly;to move through the air;noun & verb;B1 Preliminar;Transport;
swim;to move through water;noun & verb;B1 Preliminar;Health;
dance;to move to music;noun & verb;B1 Preliminar;Entertainment and Media;
drive;to operate a vehicle;noun & verb;B1 Preliminar;Transport;
act;to perform in a play or movie;noun & verb;B1 Preliminar;Entertainment and Media;
cook;to prepare food with heat;noun & verb;B1 Preliminar;Work;
cry;to produce tears from your eyes;noun & verb;B1 Preliminar;;
jump;to push yourself off the ground;noun & verb;B1 Preliminar;Sports & leisure;
lift;to raise or an elevator;noun & verb;B1 Preliminar;House and Home;
lie;to recline or tell an untruth;noun & verb;B1 Preliminar;;
ride;to sit on and control a vehicle or animal;noun & verb;B1 Preliminar;Transport;
talk;to speak with someone;noun & verb;B1 Preliminar;Education;
kick;to strike with the foot;noun & verb;B1 Preliminar;;
chat;to talk informally with someone;noun & verb;B1 Preliminar;Communications and Technology;
sail;to travel on water;noun & verb;B1 Preliminar;;
look;to use your eyes to see;noun & verb;B1 Preliminar;;
rain;water falling from clouds;noun & verb;B1 Preliminar;Weather;
text;written words;noun & verb;B1 Preliminar;Education;
change;;noun & verb;B1 Preliminar;Shopping;
return;;noun & verb;B1 Preliminar;Shopping;
attack;;noun & verb;B1 Preliminar;;
charge;;noun & verb;B1 Preliminar;;
defeat;;noun & verb;B1 Preliminar;;
demand;;noun & verb;B1 Preliminar;;
design;;noun & verb;B1 Preliminar;;
excuse;;noun & verb;B1 Preliminar;;
finish;;noun & verb;B1 Preliminar;;
notice;;noun & verb;B1 Preliminar;;
record;;noun & verb;B1 Preliminar;;
regret;;noun & verb;B1 Preliminar;;
report;;noun & verb;B1 Preliminar;;
rescue;;noun & verb;B1 Preliminar;;
scream;;noun & verb;B1 Preliminar;;
search;;noun & verb;B1 Preliminar;;
signal;;noun & verb;B1 Preliminar;;
strike;;noun & verb;B1 Preliminar;;
update;;noun & verb;B1 Preliminar;;
upload;;noun & verb;B1 Preliminar;;
display;;noun & verb;B1 Preliminar;Entertainment and Media;
reserve;;noun & verb;B1 Preliminar;Shopping;
benefit;;noun & verb;B1 Preliminar;;
contact;;noun & verb;B1 Preliminar;;
control;;noun & verb;B1 Preliminar;;
promise;;noun & verb;B1 Preliminar;;
request;;noun & verb;B1 Preliminar;;
respect;;noun & verb;B1 Preliminar;;
support;;noun & verb;B1 Preliminar;;
welcome;;noun & verb;B1 Preliminar;;
graduate;;noun & verb;B1 Preliminar;Education;
research;;noun & verb;B1 Preliminar;Education;
exercise;;noun & verb;B1 Preliminar;Health;
barbecue;;noun & verb;B1 Preliminar;Hobbies and Leisure;
decrease;;noun & verb;B1 Preliminar;;
download;;noun & verb;B1 Preliminar;;
interest;;noun & verb;B1 Preliminar;;
surprise;;noun & verb;B1 Preliminar;;
telephone;;noun & verb;B1 Preliminar;Education;
volunteer;;noun & verb;B1 Preliminar;Environment;
snowboard;;noun & verb;B1 Preliminar;Sports & leisure;
challenge;;noun & verb;B1 Preliminar;;
influence;;noun & verb;B1 Preliminar;;
interview;;noun & verb;B1 Preliminar;;
photograph;;noun & verb;B1 Preliminar;Communications and Technology;
skateboard;;noun & verb;B1 Preliminar;Sports & leisure;
experience;;noun & verb;B1 Preliminar;;
April;a April;noun;A1 Movers;Time;
pie;a baked dish with pastry and a filling;noun;Pre A1 Starters;Food & drink;
gate;a barrier in a fence or wall;noun;A1 Movers;;
door;a barrier that opens and closes an entrance;noun;Pre A1 Starters;School;
bath;a bath;noun;Pre A1 Starters;;
beard;a beard;noun;A1 Movers;Animals;
beetle;a beetle;noun;A1 Movers;Animals;
alien;a being from another planet;noun;Pre A1 Starters;Toys;
bike;a bicycle;noun;Pre A1 Starters;Transport;
chess;a board game;noun;A1 Movers;Sports & leisure;
body;a body;noun;Pre A1 Starters;;
lake;a body of water;noun;A1 Movers;Work;
break;a break;noun;A1 Movers;School;
bridge;a bridge;noun;A1 Movers;Work;
brush;a brush;noun;A1 Movers;;
hotel;a building providing accommodation;noun;A1 Movers;Sports & leisure;
cage;a cage;noun;A1 Movers;Animals;
camel;a camel;noun;A1 Movers;Animals;
camera;a camera;noun;Pre A1 Starters;Sports & leisure;
taxi;a car for hire;noun;A2 Flyers;Work;
castle;a castle;noun;A1 Movers;Work;
centre;a centre;noun;A1 Movers;Sports & leisure;
chair;a chair;noun;Pre A1 Starters;;
kid;a child or young person;noun;Pre A1 Starters;Family & friends;
cinema;a cinema;noun;A1 Movers;Sports & leisure;
circle;a circle;noun;A1 Movers;Places;
ring;a circular band worn on a finger;noun;A1 Movers;Clothes;
wheel;a circular object that rotates;noun;A2 Flyers;Transport;
circus;a circus;noun;A1 Movers;Work;
file;a collection of information stored under a name;noun;A2 Flyers;;
comb;a comb;noun;A1 Movers;;
race;a competition of speed;noun;A2 Flyers;Sports & leisure;
app;a computer program designed for a particular purpose on a mobile device;noun;A1 Movers;;
train;a connected series of railway cars;noun;Pre A1 Starters;Transport;
bottle;a container for liquids;noun;A1 Movers;Food & drink;
bin;a container for waste;noun;A1 Movers;School;
bag;a container made of flexible material with an opening at the top;noun;Pre A1 Starters;Clothes;
box;a container with a flat base and sides;noun;Pre A1 Starters;;
match;a contest or competition;noun;A1 Movers;Sports & leisure;
cooker;a cooker;noun;A1 Movers;;
corner;a corner;noun;A2 Flyers;Places;
hall;a corridor or large room;noun;Pre A1 Starters;;
shoe;a covering for the foot;noun;Pre A1 Starters;Clothes;
glove;a covering for the hand with separate fingers;noun;A1 Movers;Clothes;
hat;a covering for the head worn for warmth or fashion;noun;Pre A1 Starters;Clothes;
crown;a crown;noun;A2 Flyers;Clothes;
diary;a daily record book;noun;A2 Flyers;Sports & leisure;
desert;a desert;noun;A2 Flyers;Work;
radio;a device for receiving broadcasts;noun;Pre A1 Starters;Sports & leisure;
phone;a device for talking to people at a distance;noun;Pre A1 Starters;;
clock;a device showing time;noun;Pre A1 Starters;Time;
lamp;a device that produces light;noun;Pre A1 Starters;;
donkey;a donkey;noun;Pre A1 Starters;Animals;
map;a drawing showing the features of an area;noun;A1 Movers;Places;
dream;a dream;noun;A1 Movers;;
DVD;a DVD;noun;A1 Movers;Sports & leisure;
eagle;a eagle;noun;A2 Flyers;Animals;
Earth;a earth;noun;A2 Flyers;Work;
elbow;a elbow;noun;A2 Flyers;Animals;
etc;a etc;noun;A1 Movers;;
star;a famous person or celestial body;noun;A1 Movers;Work;
goat;a farm animal with horns and a beard;noun;Pre A1 Starters;Animals;
girl;a female child;noun;Pre A1 Starters;Family & friends;
mother;a female parent;noun;Pre A1 Starters;Family & friends;
queen;a female ruler;noun;A2 Flyers;Work;
sister;a female sibling;noun;Pre A1 Starters;Family & friends;
movie;a film;noun;A1 Movers;Work;
bank;a financial institution or the side of a river;noun;A1 Movers;Places;
shelf;a flat board for storing things;noun;A1 Movers;School;
plate;a flat dish for serving food;noun;A1 Movers;Food & drink;
board;a flat piece of wood;noun;Pre A1 Starters;Toys;
step;a flat surface for placing the foot when going up or down;noun;A1 Movers;;
rug;a floor covering;noun;Pre A1 Starters;;
forest;a forest;noun;A1 Movers;Work;
fridge;a fridge;noun;A2 Flyers;;
fries;a fries;noun;A1 Movers;Food & drink;
garden;a garden;noun;Pre A1 Starters;;
skirt;a garment for the lower body worn by women;noun;Pre A1 Starters;Clothes;
shirt;a garment for the upper body with a collar;noun;Pre A1 Starters;Clothes;
girls;a girls;noun;A1 Movers;;
glass;a glass;noun;A1 Movers;Materials;
gold;a gold;noun;A1 Movers;Materials;
band;a group of musicians;noun;A1 Movers;Sports & leisure;
family;a group of related people;noun;Pre A1 Starters;Family & friends;
class;a group of students taught together;noun;Pre A1 Starters;School;
club;a group with shared interests;noun;A1 Movers;Sports & leisure;
team;a group working together;noun;A2 Flyers;Sports & leisure;
guess;a guess;noun;A1 Movers;;
guitar;a guitar;noun;Pre A1 Starters;Sports & leisure;
half;a half;noun;A1 Movers;;
swing;a hanging seat or to move back and forth;noun;A2 Flyers;Sports & leisure;
shell;a hard protective covering;noun;Pre A1 Starters;Work;
helmet;a helmet;noun;A1 Movers;Clothes;
hippo;a hippo;noun;Pre A1 Starters;Animals;
hole;a hole;noun;A1 Movers;;
coffee;a hot brown drink;noun;A1 Movers;Food & drink;
tea;a hot drink made by pouring water over dried leaves;noun;A1 Movers;Food & drink;
house;a house;noun;Pre A1 Starters;;
idea;a idea;noun;A1 Movers;;
insect;a insect;noun;A1 Movers;Animals;
island;a island;noun;A1 Movers;Work;
trip;a journey;noun;A1 Movers;Transport;
tour;a journey visiting places;noun;A2 Flyers;Transport;
July;a July;noun;A1 Movers;Time;
June;a June;noun;A1 Movers;Time;
kitten;a kitten;noun;A1 Movers;Animals;
kiwi;a kiwi;noun;Pre A1 Starters;Food & drink;
sea;a large area of salt water;noun;Pre A1 Starters;Work;
ship;a large boat;noun;Pre A1 Starters;Transport;
cow;a large farm animal kept for its milk and meat;noun;Pre A1 Starters;Animals;
horse;a large four-legged animal used for riding;noun;Pre A1 Starters;Animals;
bear;a large furry animal;noun;Pre A1 Starters;Toys;
poster;a large printed picture;noun;Pre A1 Starters;School;
river;a large stream of water;noun;A1 Movers;Work;
city;a large town;noun;A1 Movers;Work;
lorry;a large truck;noun;Pre A1 Starters;Transport;
truck;a large vehicle for carrying goods;noun;A2 Flyers;Work;
bus;a large vehicle for carrying passengers;noun;Pre A1 Starters;Transport;
lion;a large wild cat with a mane;noun;A1 Movers;Animals;
tiger;a large wild cat with orange and black stripes;noun;Pre A1 Starters;Animals;
laugh;a laugh;noun;A1 Movers;;
light;a light;noun;A1 Movers;;
soup;a liquid food made by cooking vegetables or meat in water;noun;A1 Movers;Food & drink;
drink;a liquid for consumption;noun;Pre A1 Starters;Food & drink;
animal;a living creature that can move and eat;noun;Pre A1 Starters;Animals;
plant;a living organism like a tree or flower;noun;A1 Movers;Work;
lizard;a lizard;noun;Pre A1 Starters;Animals;
London;a London;noun;A1 Movers;Places;
line;a long narrow mark;noun;Pre A1 Starters;School;
snake;a long reptile with no legs;noun;Pre A1 Starters;Animals;
sofa;a long soft seat for several people;noun;Pre A1 Starters;;
banana;a long yellow fruit;noun;Pre A1 Starters;Food & drink;
mail;a mail;noun;A2 Flyers;;
son;a male child in relation to his parents;noun;A1 Movers;Family & friends;
boy;a male child or young man;noun;Pre A1 Starters;Family & friends;
father;a male parent;noun;Pre A1 Starters;Family & friends;
king;a male ruler;noun;A1 Movers;;
March;a March;noun;A1 Movers;Time;
market;a market;noun;A1 Movers;Places;
wife;a married woman;noun;A2 Flyers;Family & friends;
mat;a mat;noun;Pre A1 Starters;;
net;a material made of string or rope knotted together with spaces between;noun;A1 Movers;Sports & leisure;
number;a mathematical value;noun;Pre A1 Starters;School;
matter;a matter;noun;A1 Movers;Health;
lunch;a meal eaten in the middle of the day;noun;Pre A1 Starters;Food & drink;
picnic;a meal eaten outdoors;noun;A1 Movers;Food & drink;
robot;a mechanical person;noun;Pre A1 Starters;Toys;
metal;a metal;noun;A2 Flyers;Materials;
key;a metal instrument for opening locks;noun;A1 Movers;;
way;a method, route, or path;noun;A2 Flyers;Places;
mirror;a mirror;noun;Pre A1 Starters;;
parent;a mother or father;noun;A1 Movers;Family & friends;
car;a motor vehicle with four wheels;noun;Pre A1 Starters;Transport;
film;a movie;noun;A1 Movers;Work;
wave;a moving ridge of water;noun;A1 Movers;Work;
museum;a museum;noun;A2 Flyers;Places;
drum;a musical instrument that you hit;noun;A2 Flyers;Sports & leisure;
piano;a musical instrument with keys;noun;Pre A1 Starters;Sports & leisure;
name;a name;noun;Pre A1 Starters;;
story;a narrative account;noun;Pre A1 Starters;Sports & leisure;
cave;a natural hollow in rock;noun;A1 Movers;Work;
nest;a nest;noun;A2 Flyers;Animals;
noise;a noise;noun;A1 Movers;;
group;a number of people or things together;noun;A1 Movers;School;
office;a office;noun;A2 Flyers;Work;
olives;a olives;noun;A2 Flyers;Food & drink;
dress;a one-piece garment for women or girls;noun;Pre A1 Starters;Clothes;
panda;a panda;noun;A1 Movers;Animals;
parrot;a parrot;noun;A1 Movers;Animals;
room;a part of a building enclosed by walls;noun;A1 Movers;;
date;a particular day;noun;A2 Flyers;Time;
place;a particular position or location;noun;A1 Movers;Places;
day;a period of 24 hours;noun;Pre A1 Starters;Time;
year;a period of 365 days;noun;Pre A1 Starters;Time;
hour;a period of 60 minutes;noun;A1 Movers;Time;
week;a period of seven days;noun;A1 Movers;Time;
lesson;a period of teaching;noun;Pre A1 Starters;School;
nurse;a person who cares for the sick;noun;A1 Movers;Work;
pilot;a person who flies aircraft;noun;A2 Flyers;Work;
actor;a person who performs in plays or films;noun;A1 Movers;Work;
friend;a person you like and know well;noun;Pre A1 Starters;Family & friends;
photo;a picture taken with a camera;noun;Pre A1 Starters;Sports & leisure;
piece;a piece;noun;A2 Flyers;Food & drink;
flag;a piece of cloth with a special design;noun;A2 Flyers;School;
scarf;a piece of cloth worn around the neck;noun;A1 Movers;Clothes;
bed;a piece of furniture for sleeping on;noun;Pre A1 Starters;;
table;a piece of furniture with a flat top;noun;Pre A1 Starters;Sports & leisure;
card;a piece of stiff paper for games or messages;noun;A1 Movers;Materials;
school;a place for education;noun;Pre A1 Starters;School;
gym;a place for physical exercise;noun;A1 Movers;School;
pool;a place for swimming;noun;A1 Movers;Sports & leisure;
shop;a place where goods are sold;noun;A1 Movers;Places;
zoo;a place where wild animals are kept for people to see;noun;Pre A1 Starters;Places;
town;a place with many buildings larger than a village;noun;A1 Movers;Work;
stage;a platform for performances;noun;A1 Movers;Sports & leisure;
pocket;a pocket;noun;A2 Flyers;Clothes;
goal;a point scored or an objective;noun;A1 Movers;Sports & leisure;
polar;a polar;noun;Pre A1 Starters;Animals;
pop;a pop;noun;A2 Flyers;Work;
torch;a portable light;noun;A2 Flyers;Sports & leisure;
tent;a portable shelter;noun;A2 Flyers;Sports & leisure;
part;a portion of something;noun;Pre A1 Starters;School;
monkey;a primate that lives in trees and has a long tail;noun;Pre A1 Starters;Animals;
park;a public area of land with grass and trees;noun;A1 Movers;Places;
puppy;a puppy;noun;A1 Movers;Animals;
rabbit;a rabbit;noun;A1 Movers;Animals;
hill;a raised area of land;noun;A1 Movers;Work;
tomato;a red fruit used as a vegetable;noun;Pre A1 Starters;Food & drink;
answer;a response to a question;noun;Pre A1 Starters;School;
orange;a round citrus fruit;noun;Pre A1 Starters;Food & drink;
bowl;a round deep dish;noun;A1 Movers;Food & drink;
apple;a round fruit with red or green skin;noun;Pre A1 Starters;Food & drink;
ball;a round object for games;noun;Pre A1 Starters;Toys;
potato;a round vegetable that grows underground;noun;Pre A1 Starters;Food & drink;
onion;a round vegetable with layers;noun;Pre A1 Starters;Food & drink;
burger;a sandwich with meat in a bun;noun;Pre A1 Starters;Food & drink;
screen;a screen;noun;A1 Movers;School;
shape;a shape;noun;A1 Movers;;
shark;a shark;noun;A1 Movers;Animals;
sheep;a sheep;noun;Pre A1 Starters;Animals;
store;a shop;noun;Pre A1 Starters;Places;
jacket;a short coat;noun;Pre A1 Starters;Clothes;
shorts;a shorts;noun;Pre A1 Starters;Clothes;
shower;a shower;noun;A1 Movers;;
silver;a silver;noun;A1 Movers;Materials;
snack;a small amount of food between meals;noun;A1 Movers;Food & drink;
frog;a small amphibian that jumps and lives near water;noun;Pre A1 Starters;Animals;
pond;a small body of water;noun;A2 Flyers;Work;
watch;a small clock worn on the wrist;noun;Pre A1 Starters;Time;
cup;a small container with a handle for drinking;noun;A1 Movers;Food & drink;
model;a small copy of something;noun;A1 Movers;Toys;
wood;a small forest;noun;A2 Flyers;Work;
cat;a small furry animal often kept as a pet;noun;Pre A1 Starters;Animals;
lime;a small green citrus fruit;noun;Pre A1 Starters;Food & drink;
tick;a small mark to show correctness;noun;Pre A1 Starters;School;
bit;a small piece;noun;A1 Movers;;
mouse;a small rodent or computer device;noun;Pre A1 Starters;School;
pea;a small round green vegetable;noun;Pre A1 Starters;Food & drink;
cookie;a small sweet baked snack;noun;A2 Flyers;Food & drink;
smile;a smile;noun;Pre A1 Starters;Animals;
snail;a snail;noun;A1 Movers;Animals;
soap;a soap;noun;A1 Movers;;
party;a social gathering;noun;A1 Movers;Sports & leisure;
sock;a soft covering for the foot;noun;Pre A1 Starters;Clothes;
cap;a soft flat hat with a curved part at the front;noun;Pre A1 Starters;Clothes;
cheese;a solid food made from milk;noun;A1 Movers;Food & drink;
sound;a sound;noun;A1 Movers;;
pepper;a spice or vegetable;noun;A2 Flyers;Food & drink;
